Date,Open,High,Low,Close,Adj Close,Volume
2017-09-13,58.369999,58.410000,58.139999,58.380001,55.494152,22500
2017-09-14,57.880001,58.029999,57.450001,57.470001,54.629147,12600
2017-09-15,57.310001,57.500000,57.169998,57.500000,54.756748,5600
2017-09-18,57.619999,57.720001,57.540001,57.590000,54.842464,6200
2017-09-19,57.680000,57.910000,57.430000,57.490002,54.747231,9300
2017-09-20,57.669998,58.549999,57.669998,58.549999,55.756649,10500
2017-09-21,58.590000,58.919998,58.360001,58.779999,55.975681,19700
2017-09-22,58.779999,59.000000,58.700001,58.950001,56.137573,16200
2017-09-25,58.860001,58.910000,58.540001,58.860001,56.051865,5100
2017-09-26,58.900002,59.290001,58.759998,59.200001,56.375637,41200
2017-09-27,59.490002,59.910000,59.200001,59.779999,56.927971,18500
2017-09-28,59.830002,59.990002,59.660000,59.740002,56.889881,21400
2017-09-29,59.950001,60.209999,59.930000,60.029999,57.166042,26400
2017-10-02,60.070000,60.200001,59.700001,60.200001,57.327930,14700
2017-10-03,60.290001,60.919998,60.290001,60.919998,58.013584,12600
2017-10-04,61.080002,61.119999,60.509998,60.570000,57.680290,23000
2017-10-05,60.810001,60.810001,60.110001,60.320000,57.442207,14400
2017-10-06,60.200001,60.590000,60.189999,60.380001,57.499348,8600
2017-10-09,60.529999,60.570000,60.080002,60.200001,57.327930,17600
2017-10-10,60.689999,60.889999,60.529999,60.590000,57.699337,6400
2017-10-11,60.680000,60.990002,60.680000,60.799999,57.899303,41500
2017-10-12,60.599998,61.220001,60.599998,61.070000,58.156429,10900
2017-10-13,61.230000,61.230000,60.430000,60.459999,57.575527,11600
2017-10-16,60.480000,60.480000,59.660000,59.950001,57.089863,28500
2017-10-17,60.070000,60.209999,59.770000,59.810001,56.956547,8000
2017-10-18,59.889999,60.430000,59.889999,60.220001,57.346981,44600
2017-10-19,59.939999,60.169998,59.400002,60.110001,57.242233,12000
2017-10-20,60.330002,60.889999,60.330002,60.790001,57.889786,27600
